id,hash,entry_id,repeat,of3b,cf2b,cf3b,ef3b,af1b,of1,of2,of5,cf3,cf5,ef2,ef4,ef5,af1,af3,af6,nf1,nf4,nf6,model,input_tokens,output_tokens
128,badfbe3d11b3bbc87583a7ebd934d09edd4b7f94b8bf4a09f72152b110bd601e,38,1,3,6,7,6,5,2,7,5,6,6,2,6,2,5,4,7,2,2,2,gpt-5-mini-2025-08-07,874,567
129,badfbe3d11b3bbc87583a7ebd934d09edd4b7f94b8bf4a09f72152b110bd601e,38,2,3,6,7,6,4,2,7,5,7,6,3,6,3,4,3,6,2,3,2,gpt-5-mini-2025-08-07,747,567
130,76d04641612dbdcdffc3d17fd9f4312d7ab1c0e2caa420ea95591f2a750b93c5,39,0,4,6,5,6,5,1,6,4,5,5,4,6,3,5,3,6,2,2,2,gpt-5-mini-2025-08-07,938,551
131,76d04641612dbdcdffc3d17fd9f4312d7ab1c0e2caa420ea95591f2a750b93c5,39,1,4,5,6,6,5,3,5,4,5,5,3,6,3,5,4,5,2,3,3,gpt-5-mini-2025-08-07,1002,551
132,76d04641612dbdcdffc3d17fd9f4312d7ab1c0e2caa420ea95591f2a750b93c5,39,2,5,5,5,7,6,3,7,5,5,4,4,7,4,5,5,7,2,2,3,gpt-5-mini-2025-08-07,1130,551
133,ae641fa2d23a2a3aafd6f4fd522e707a6e7260d107d12ab37e746c6b1648ed54,45,0,3,5,5,5,5,2,5,3,5,4,4,5,3,4,3,6,3,3,3,gpt-5-mini-2025-08-07,874,581
134,ae641fa2d23a2a3aafd6f4fd522e707a6e7260d107d12ab37e746c6b1648ed54,45,1,3,5,5,6,6,2,5,3,4,4,5,6,5,5,4,6,3,3,3,gpt-5-mini-2025-08-07,938,581
135,ae641fa2d23a2a3aafd6f4fd522e707a6e7260d107d12ab37e746c6b1648ed54,45,2,6,6,6,6,6,2,7,4,5,4,4,6,5,4,3,7,2,2,3,gpt-5-mini-2025-08-07,938,581
136,ee6a3dd6a04ec65d6449c2e42ebc3a581b25d2bf96183044824961e6e0790408,40,0,4,6,6,6,6,3,5,4,6,5,3,6,3,5,4,5,3,3,3,gpt-5-mini-2025-08-07,938,548
137,ee6a3dd6a04ec65d6449c2e42ebc3a581b25d2bf96183044824961e6e0790408,40,1,3,6,6,5,5,2,6,4,6,5,3,6,3,5,4,5,3,3,3,gpt-5-mini-2025-08-07,1578,548
138,ee6a3dd6a04ec65d6449c2e42ebc3a581b25d2bf96183044824961e6e0790408,40,2,3,6,7,6,6,2,5,3,7,6,4,6,2,5,5,5,3,2,3,gpt-5-mini-2025-08-07,1002,548
139,75118e158cd7d9d8f07d7f24e5ac0ee9507f40467988e48f2ef5202781f4f041,46,0,3,4,6,4,4,2,3,4,5,6,2,6,2,4,3,4,5,5,5,gpt-5-mini-2025-08-07,1131,523
140,75118e158cd7d9d8f07d7f24e5ac0ee9507f40467988e48f2ef5202781f4f041,46,1,2,5,5,3,4,2,5,5,4,4,3,5,2,3,3,5,4,4,5,gpt-5-mini-2025-08-07,1066,523
141,75118e158cd7d9d8f07d7f24e5ac0ee9507f40467988e48f2ef5202781f4f041,46,2,3,4,6,4,5,2,4,5,5,5,3,4,2,3,4,4,4,5,5,gpt-5-mini-2025-08-07,810,523
142,c26335ae34b7d923d8057456c5941abdf3bb5d095087f9f9afbd4c404a59c7fe,47,0,4,6,6,5,6,1,5,3,7,5,6,6,2,5,6,6,2,2,2,gpt-5-mini-2025-08-07,746,543
143,c26335ae34b7d923d8057456c5941abdf3bb5d095087f9f9afbd4c404a59c7fe,47,1,4,6,7,5,6,2,5,4,7,6,6,6,3,6,6,6,3,3,4,gpt-5-mini-2025-08-07,874,543
144,c26335ae34b7d923d8057456c5941abdf3bb5d095087f9f9afbd4c404a59c7fe,47,2,5,6,7,4,6,1,5,4,7,6,6,5,2,5,6,6,2,2,2,gpt-5-mini-2025-08-07,939,543
145,9234b639d5649d7709d9937a5e53050c87a6aaebd2a6725438319cbe4347eec2,48,0,3,4,5,3,5,2,5,3,5,5,4,4,2,5,5,5,2,3,3,gpt-5-mini-2025-08-07,746,531
146,9234b639d5649d7709d9937a5e53050c87a6aaebd2a6725438319cbe4347eec2,48,1,3,5,7,4,6,2,4,3,7,6,4,5,2,4,6,6,2,3,3,gpt-5-mini-2025-08-07,874,531
147,9234b639d5649d7709d9937a5e53050c87a6aaebd2a6725438319cbe4347eec2,48,2,2,5,7,4,6,1,4,3,6,6,3,5,2,5,6,6,2,2,2,gpt-5-mini-2025-08-07,1066,531
148,30d7fbde56ac92ef4e9be1c4e9fcf4bcadacda34316386f5a039f4b3e90c2499,50,0,2,6,7,5,4,1,5,3,7,6,3,6,2,3,3,4,2,3,3,gpt-5-mini-2025-08-07,874,501
149,30d7fbde56ac92ef4e9be1c4e9fcf4bcadacda34316386f5a039f4b3e90c2499,50,1,2,6,6,5,3,1,5,3,5,4,4,6,2,4,3,5,2,2,2,gpt-5-mini-2025-08-07,874,501
150,30d7fbde56ac92ef4e9be1c4e9fcf4bcadacda34316386f5a039f4b3e90c2499,50,2,3,5,6,4,4,1,5,3,6,5,3,5,2,5,4,5,2,2,2,gpt-5-mini-2025-08-07,810,501
151,8b0913d3f147629b8f31d857797844319471d0e30b54862edaad49ebc3d84c43,51,0,7,3,4,3,4,3,6,4,4,4,4,4,2,4,3,5,5,2,4,gpt-5-mini-2025-08-07,1002,530
152,8b0913d3f147629b8f31d857797844319471d0e30b54862edaad49ebc3d84c43,51,1,7,3,5,4,4,3,6,6,5,6,3,5,2,5,3,6,4,4,4,gpt-5-mini-2025-08-07,874,530
153,8b0913d3f147629b8f31d857797844319471d0e30b54862edaad49ebc3d84c43,51,2,6,6,6,4,3,2,6,7,6,7,4,5,4,5,3,4,3,2,3,gpt-5-mini-2025-08-07,875,530
154,c024c4bcd6b2e3ad7316757cd575b4aa443e02a8b30351730a5c4868d0293035,49,0,2,4,5,5,5,2,5,3,5,4,4,5,2,4,4,5,2,2,3,gpt-5-mini-2025-08-07,874,561
155,c024c4bcd6b2e3ad7316757cd575b4aa443e02a8b30351730a5c4868d0293035,49,1,3,4,6,4,6,2,5,3,6,5,5,5,2,5,5,6,2,3,3,gpt-5-mini-2025-08-07,810,561
156,c024c4bcd6b2e3ad7316757cd575b4aa443e02a8b30351730a5c4868d0293035,49,2,2,5,6,4,5,1,4,3,5,5,4,5,2,5,6,4,2,2,2,gpt-5-mini-2025-08-07,1066,561
157,d82675f68b9753a8ccb924545cbb00dbcbc0edcb4e343d8a4aaa8864ec389ae4,52,0,4,5,5,4,5,2,6,4,5,4,3,5,2,5,4,6,2,3,3,gpt-5-mini-2025-08-07,1066,545
158,d82675f68b9753a8ccb924545cbb00dbcbc0edcb4e343d8a4aaa8864ec389ae4,52,1,3,5,6,4,5,2,5,3,6,5,3,5,3,5,4,6,2,3,3,gpt-5-mini-2025-08-07,874,545
159,d82675f68b9753a8ccb924545cbb00dbcbc0edcb4e343d8a4aaa8864ec389ae4,52,2,5,4,5,4,5,2,6,3,5,4,3,4,2,4,3,6,2,2,2,gpt-5-mini-2025-08-07,874,545
160,58ef39b5262b1b60788c9c1cf2148ff228b90200bba4ececc36d38a74665850d,54,0,3,5,6,5,4,2,4,4,6,5,3,5,2,3,3,3,4,3,4,gpt-5-mini-2025-08-07,810,585
161,58ef39b5262b1b60788c9c1cf2148ff228b90200bba4ececc36d38a74665850d,54,1,2,5,6,4,3,1,5,3,6,6,2,5,2,5,3,3,3,2,3,gpt-5-mini-2025-08-07,875,585
162,58ef39b5262b1b60788c9c1cf2148ff228b90200bba4ececc36d38a74665850d,54,2,3,5,6,4,3,1,4,3,6,5,3,4,2,4,3,4,3,3,3,gpt-5-mini-2025-08-07,938,585
163,f6e6fbe1a8e06502da30397de471932ea45af16af3d483eb79a7a1e2c9e891fc,53,0,4,5,6,4,6,2,7,6,6,5,4,5,3,5,6,7,2,2,3,gpt-5-mini-2025-08-07,1066,556
164,f6e6fbe1a8e06502da30397de471932ea45af16af3d483eb79a7a1e2c9e891fc,53,1,3,5,6,4,4,2,7,3,6,5,3,5,2,5,4,6,2,2,2,gpt-5-mini-2025-08-07,810,556
165,f6e6fbe1a8e06502da30397de471932ea45af16af3d483eb79a7a1e2c9e891fc,53,2,4,5,6,5,4,2,6,4,6,6,3,5,3,5,5,6,2,3,3,gpt-5-mini-2025-08-07,938,556
166,bef06323c8f49f2ce89380ecc9e67e9ad4384ff25fc30c596b018c40673a2d71,55,0,5,4,5,5,4,2,6,5,5,4,2,5,3,5,4,6,2,2,3,gpt-5-mini-2025-08-07,1002,540
167,bef06323c8f49f2ce89380ecc9e67e9ad4384ff25fc30c596b018c40673a2d71,55,1,4,4,6,5,6,2,6,5,6,4,2,5,2,5,6,6,3,2,4,gpt-5-mini-2025-08-07,874,540
168,bef06323c8f49f2ce89380ecc9e67e9ad4384ff25fc30c596b018c40673a2d71,55,2,5,4,5,4,5,2,6,6,5,5,2,5,2,5,5,6,2,3,3,gpt-5-mini-2025-08-07,1130,540
169,3678650a3fb9cea2d5256a0c0e7e064af508a59cb8f6e5fd403fbf648d798dd1,56,0,5,4,5,4,4,2,6,5,5,4,3,5,2,4,3,6,2,2,2,gpt-5-mini-2025-08-07,1002,502
170,3678650a3fb9cea2d5256a0c0e7e064af508a59cb8f6e5fd403fbf648d798dd1,56,1,6,5,6,5,6,2,7,6,6,5,4,5,3,5,4,7,4,3,4,gpt-5-mini-2025-08-07,810,502
171,3678650a3fb9cea2d5256a0c0e7e064af508a59cb8f6e5fd403fbf648d798dd1,56,2,6,4,5,4,5,2,7,5,5,4,3,4,3,4,3,6,2,3,3,gpt-5-mini-2025-08-07,810,502
172,d90ecb057a4718a311773573852e0bb2f6c7d801a91f4efca91fa7d0d1a158df,57,0,3,6,6,5,3,2,6,6,5,5,2,6,2,4,4,3,2,2,2,gpt-5-mini-2025-08-07,874,582
173,d90ecb057a4718a311773573852e0bb2f6c7d801a91f4efca91fa7d0d1a158df,57,1,3,4,5,3,4,2,5,5,5,3,2,3,2,4,3,3,3,2,3,gpt-5-mini-2025-08-07,1002,582
174,d90ecb057a4718a311773573852e0bb2f6c7d801a91f4efca91fa7d0d1a158df,57,2,4,6,6,5,3,2,6,4,6,5,2,6,2,5,4,6,3,3,3,gpt-5-mini-2025-08-07,1066,582
175,c460fa04c82f74a5caaed20f696b676004ff2369a03c1c0548788339cd50d838,258,0,8,5,4,6,5,6,8,7,4,4,6,6,5,3,4,5,5,6,5,gpt-5-mini-2025-08-07,1067,1641
176,c460fa04c82f74a5caaed20f696b676004ff2369a03c1c0548788339cd50d838,258,1,8,5,3,6,5,4,8,7,3,3,7,7,6,3,3,4,3,6,5,gpt-5-mini-2025-08-07,810,1641
177,c460fa04c82f74a5caaed20f696b676004ff2369a03c1c0548788339cd50d838,258,2,8,4,3,6,3,6,8,8,3,3,7,7,5,3,3,5,3,4,3,gpt-5-mini-2025-08-07,1066,1641
178,2539d99a99b9dd8d5c00adcfcb86e4cc47cf1754f33f5aa3fb87b36df4a0bcb5,58,0,3,5,5,3,3,2,6,5,6,5,3,4,2,5,3,5,2,2,3,gpt-5-mini-2025-08-07,1195,617
179,2539d99a99b9dd8d5c00adcfcb86e4cc47cf1754f33f5aa3fb87b36df4a0bcb5,58,1,3,6,5,5,4,1,6,6,7,5,4,6,3,5,4,5,3,2,3,gpt-5-mini-2025-08-07,1131,617
180,2539d99a99b9dd8d5c00adcfcb86e4cc47cf1754f33f5aa3fb87b36df4a0bcb5,58,2,3,6,7,5,4,1,6,5,7,6,2,6,2,4,3,6,2,2,3,gpt-5-mini-2025-08-07,1002,617
181,952a714e59a8d72f9fdad4213b74fc4eafd7d8dbe9df518e74c9df0eb4a0ba64,59,0,5,6,6,5,6,3,7,5,6,6,3,5,2,5,4,6,3,2,4,gpt-5-mini-2025-08-07,1002,639
182,952a714e59a8d72f9fdad4213b74fc4eafd7d8dbe9df518e74c9df0eb4a0ba64,59,1,6,4,6,4,3,3,6,4,6,5,2,5,2,5,3,6,3,2,4,gpt-5-mini-2025-08-07,938,639
183,e2175e1f7c9433db00062090f3d13a905d1e2b78ec0ab0a415fe40321c4b05f5,60,0,2,6,7,5,5,1,5,3,7,6,2,6,1,5,5,5,5,3,4,gpt-5-mini-2025-08-07,1002,669
184,e2175e1f7c9433db00062090f3d13a905d1e2b78ec0ab0a415fe40321c4b05f5,60,1,2,7,8,5,5,2,5,4,7,7,3,6,2,5,4,4,6,2,5,gpt-5-mini-2025-08-07,874,669
185,e2175e1f7c9433db00062090f3d13a905d1e2b78ec0ab0a415fe40321c4b05f5,60,2,6,5,8,6,6,2,6,3,8,6,3,6,2,5,5,6,5,2,5,gpt-5-mini-2025-08-07,1003,669
186,814756b896c4d681cc9eb39833c3697bd95038effb9e50447cf8211aeae05ad5,61,0,3,5,6,4,4,2,7,6,6,5,5,5,3,4,4,6,5,3,5,gpt-5-mini-2025-08-07,1066,527
187,814756b896c4d681cc9eb39833c3697bd95038effb9e50447cf8211aeae05ad5,61,1,3,5,7,5,4,2,6,6,7,6,5,6,3,5,4,4,3,3,4,gpt-5-mini-2025-08-07,938,527
188,814756b896c4d681cc9eb39833c3697bd95038effb9e50447cf8211aeae05ad5,61,2,5,4,6,4,3,2,7,6,6,5,5,5,3,4,3,6,4,3,4,gpt-5-mini-2025-08-07,938,527
189,b4d2252fcb0a280e9ae4230e51072d17657a7f0ee628df9a27079b8ebc8079f8,62,0,3,6,7,5,5,2,7,4,7,5,5,6,2,5,5,6,3,3,3,gpt-5-mini-2025-08-07,1002,580
190,b4d2252fcb0a280e9ae4230e51072d17657a7f0ee628df9a27079b8ebc8079f8,62,1,5,6,6,6,5,2,7,6,6,5,5,6,2,5,6,6,2,2,3,gpt-5-mini-2025-08-07,1066,580
191,b4d2252fcb0a280e9ae4230e51072d17657a7f0ee628df9a27079b8ebc8079f8,62,2,4,6,7,5,5,2,6,6,7,6,5,6,2,5,6,6,2,3,4,gpt-5-mini-2025-08-07,939,580
192,3eb668a5110df807082e09529eb74840e51f96dd78ebf8c84080154d7effa4b6,63,0,6,5,6,6,3,2,7,5,6,5,3,6,3,4,3,6,2,3,3,gpt-5-mini-2025-08-07,938,620
193,3eb668a5110df807082e09529eb74840e51f96dd78ebf8c84080154d7effa4b6,63,1,3,5,6,5,5,2,6,5,6,6,3,6,3,4,3,6,2,2,2,gpt-5-mini-2025-08-07,1002,620
194,3eb668a5110df807082e09529eb74840e51f96dd78ebf8c84080154d7effa4b6,63,2,5,5,6,6,3,2,7,3,6,5,3,6,3,4,3,6,2,2,2,gpt-5-mini-2025-08-07,938,620
195,e4815a3beac095690dc25e31b051b494fcd6cfbd59c7966637858a2b037fac15,64,0,7,4,5,6,5,3,8,5,5,5,5,6,4,5,4,7,4,3,4,gpt-5-mini-2025-08-07,1066,628
196,e4815a3beac095690dc25e31b051b494fcd6cfbd59c7966637858a2b037fac15,64,1,6,5,4,5,5,3,7,4,4,4,3,5,3,4,3,6,4,3,4,gpt-5-mini-2025-08-07,938,628
197,e4815a3beac095690dc25e31b051b494fcd6cfbd59c7966637858a2b037fac15,64,2,7,5,5,6,4,2,8,4,4,4,4,6,5,5,3,7,4,2,5,gpt-5-mini-2025-08-07,1002,628
198,0a42886c0b8ea31741ed38866a651e2bef7f5329852a4f91955aed7b3a68776c,65,0,3,4,5,5,3,1,7,6,5,6,4,5,2,5,2,6,2,2,2,gpt-5-mini-2025-08-07,1003,568
199,0a42886c0b8ea31741ed38866a651e2bef7f5329852a4f91955aed7b3a68776c,65,1,3,5,6,5,4,2,7,5,6,6,4,5,3,5,3,6,2,2,2,gpt-5-mini-2025-08-07,938,568
200,0a42886c0b8ea31741ed38866a651e2bef7f5329852a4f91955aed7b3a68776c,65,2,3,5,6,4,4,2,7,3,6,6,5,5,2,5,3,6,3,2,3,gpt-5-mini-2025-08-07,1066,568
201,c2134f5658aa3668e0067dda4e8b3df905c3a8f2bcf9962eca544c39678ff1a6,66,0,4,6,6,6,4,2,7,5,6,5,4,6,3,5,4,7,2,2,2,gpt-5-mini-2025-08-07,938,644
202,c2134f5658aa3668e0067dda4e8b3df905c3a8f2bcf9962eca544c39678ff1a6,66,1,3,6,7,6,5,2,6,5,7,6,4,6,3,5,3,6,2,2,2,gpt-5-mini-2025-08-07,810,644
203,c2134f5658aa3668e0067dda4e8b3df905c3a8f2bcf9962eca544c39678ff1a6,66,2,5,5,6,6,5,2,7,5,6,5,5,6,2,5,5,7,2,3,4,gpt-5-mini-2025-08-07,1066,644
204,3ea3b180e21d8bf4f11564970f5c8f19d24ed15754aa6fc6b87ffe8210e52142,67,0,5,6,7,4,6,2,6,3,7,6,6,5,2,6,6,6,2,3,3,gpt-5-mini-2025-08-07,874,547
205,3ea3b180e21d8bf4f11564970f5c8f19d24ed15754aa6fc6b87ffe8210e52142,67,1,5,5,6,4,6,2,6,4,6,5,6,5,2,5,5,6,2,2,2,gpt-5-mini-2025-08-07,810,547
206,3ea3b180e21d8bf4f11564970f5c8f19d24ed15754aa6fc6b87ffe8210e52142,67,2,3,5,6,4,6,2,5,3,6,5,6,5,2,5,5,6,2,2,2,gpt-5-mini-2025-08-07,682,547
207,24e8f3efe670af0247388d4832c2dec65dbca12d2d9880556e37b6576225cf66,69,0,2,5,7,3,3,1,4,3,7,7,2,4,2,4,3,3,2,2,2,gpt-5-mini-2025-08-07,618,472
208,24e8f3efe670af0247388d4832c2dec65dbca12d2d9880556e37b6576225cf66,69,1,2,5,7,3,3,1,3,3,7,7,2,4,2,4,3,3,2,2,2,gpt-5-mini-2025-08-07,745,472
209,24e8f3efe670af0247388d4832c2dec65dbca12d2d9880556e37b6576225cf66,69,2,2,4,5,3,4,1,4,2,5,5,2,3,2,5,4,4,2,2,2,gpt-5-mini-2025-08-07,618,472
210,c61c8bfe048ce4df51aceed5cae02339f3f56ed2baefd520ea8840a28edb4773,72,0,5,4,4,4,5,3,7,4,4,4,4,5,2,5,4,6,2,2,3,gpt-5-mini-2025-08-07,938,531
211,c61c8bfe048ce4df51aceed5cae02339f3f56ed2baefd520ea8840a28edb4773,72,1,6,4,5,3,5,2,7,4,5,4,5,4,2,5,4,6,2,4,4,gpt-5-mini-2025-08-07,874,531
212,c61c8bfe048ce4df51aceed5cae02339f3f56ed2baefd520ea8840a28edb4773,72,2,6,4,4,3,6,2,7,5,4,3,5,4,2,5,4,7,2,2,3,gpt-5-mini-2025-08-07,1130,531
213,c505ccbd0041626c20fc4ca41fed99ff7afad572b57a7b6865e227044484fd54,68,0,6,5,6,5,5,2,7,5,6,6,3,5,3,4,3,6,5,3,3,gpt-5-mini-2025-08-07,1002,569
214,c505ccbd0041626c20fc4ca41fed99ff7afad572b57a7b6865e227044484fd54,68,1,5,5,7,5,4,2,7,6,7,6,3,5,3,5,4,6,4,2,4,gpt-5-mini-2025-08-07,1066,569
215,c505ccbd0041626c20fc4ca41fed99ff7afad572b57a7b6865e227044484fd54,68,2,3,6,7,5,4,2,5,3,6,6,3,5,2,4,3,4,5,3,4,gpt-5-mini-2025-08-07,1066,569
216,bd7eb6ad167fe693528751833cb1d5716950f154b2957117add2a42de3923dc2,73,0,7,4,4,3,5,2,7,4,3,4,3,3,2,5,3,7,2,3,4,gpt-5-mini-2025-08-07,810,564
217,bd7eb6ad167fe693528751833cb1d5716950f154b2957117add2a42de3923dc2,73,1,5,3,4,3,5,2,6,5,3,4,3,3,2,4,3,5,2,4,3,gpt-5-mini-2025-08-07,1130,564
218,bd7eb6ad167fe693528751833cb1d5716950f154b2957117add2a42de3923dc2,73,2,6,4,5,3,6,3,8,6,5,5,4,3,2,5,4,7,2,3,4,gpt-5-mini-2025-08-07,874,564
219,dde39986a996c899f698eb16c7e3831a380bee187fd3ba1bd49715f6161549f2,74,0,4,6,7,5,5,2,7,6,6,6,3,6,3,5,4,6,2,2,3,gpt-5-mini-2025-08-07,938,553
220,dde39986a996c899f698eb16c7e3831a380bee187fd3ba1bd49715f6161549f2,74,1,3,5,6,5,3,1,6,4,5,5,2,6,2,4,3,6,2,2,2,gpt-5-mini-2025-08-07,874,553
221,dde39986a996c899f698eb16c7e3831a380bee187fd3ba1bd49715f6161549f2,74,2,3,6,7,5,5,2,6,6,6,5,3,6,3,5,4,6,3,2,3,gpt-5-mini-2025-08-07,874,553
222,d705ad1bf570500ad16a62989666eaca49b619bc12e1bba7107b3d37264a411e,75,0,5,6,5,6,3,2,6,4,4,5,3,7,3,4,2,5,2,3,3,gpt-5-mini-2025-08-07,810,538
223,d705ad1bf570500ad16a62989666eaca49b619bc12e1bba7107b3d37264a411e,75,1,5,6,6,5,3,2,6,4,6,6,3,6,3,5,3,4,2,3,2,gpt-5-mini-2025-08-07,874,538
224,d705ad1bf570500ad16a62989666eaca49b619bc12e1bba7107b3d37264a411e,75,2,5,6,5,7,3,2,6,5,4,6,4,7,3,5,3,6,2,2,2,gpt-5-mini-2025-08-07,1002,538
225,056550b52d9e077137f8962bd1500845639146a03481793ebe4f95f933141483,76,0,3,4,5,5,5,2,6,3,4,4,4,5,3,4,4,5,2,3,3,gpt-5-mini-2025-08-07,938,553
226,056550b52d9e077137f8962bd1500845639146a03481793ebe4f95f933141483,76,1,3,5,5,5,5,2,5,5,5,4,3,5,3,5,4,5,2,2,3,gpt-5-mini-2025-08-07,1002,553
227,056550b52d9e077137f8962bd1500845639146a03481793ebe4f95f933141483,76,2,3,5,6,5,4,2,5,4,6,5,4,6,3,5,4,5,3,3,3,gpt-5-mini-2025-08-07,1002,553
228,588af58914f7267404556f2ce16f6a9d3c3b8a63e9c3c50cbdc2c2e1413035bf,78,0,5,4,5,6,4,2,5,3,4,3,6,6,5,5,4,5,2,2,2,gpt-5-mini-2025-08-07,810,566
229,588af58914f7267404556f2ce16f6a9d3c3b8a63e9c3c50cbdc2c2e1413035bf,78,1,3,3,4,6,4,2,5,4,4,3,5,6,6,5,4,4,2,2,2,gpt-5-mini-2025-08-07,938,566
230,588af58914f7267404556f2ce16f6a9d3c3b8a63e9c3c50cbdc2c2e1413035bf,78,2,4,3,3,6,4,2,6,3,3,3,5,6,5,5,3,5,2,2,2,gpt-5-mini-2025-08-07,874,566
231,166b5660f996a48a1a5f181b021945d31ba9015881a33efff4c3d49f81204fdc,77,0,5,4,6,4,3,2,5,4,5,3,3,5,2,5,3,4,2,2,3,gpt-5-mini-2025-08-07,938,544
232,166b5660f996a48a1a5f181b021945d31ba9015881a33efff4c3d49f81204fdc,77,1,3,5,6,4,4,2,4,4,6,5,5,5,2,6,4,5,3,2,3,gpt-5-mini-2025-08-07,1321,544
233,166b5660f996a48a1a5f181b021945d31ba9015881a33efff4c3d49f81204fdc,77,2,3,3,4,5,3,2,5,3,4,3,4,5,2,5,3,4,3,2,3,gpt-5-mini-2025-08-07,1066,544
234,dcd4e0a66690d695591c1bbaccbceb1d8275bd2ae865cc064863625904b487df,79,0,5,4,6,4,5,2,6,4,6,6,5,5,3,4,4,6,3,6,4,gpt-5-mini-2025-08-07,811,584
235,dcd4e0a66690d695591c1bbaccbceb1d8275bd2ae865cc064863625904b487df,79,1,7,5,6,5,5,4,8,5,5,5,6,6,3,5,5,7,3,4,4,gpt-5-mini-2025-08-07,938,584
236,dcd4e0a66690d695591c1bbaccbceb1d8275bd2ae865cc064863625904b487df,79,2,4,4,5,6,4,2,6,5,5,6,5,6,3,5,3,4,4,5,3,gpt-5-mini-2025-08-07,1194,584
237,f7aa25ded24b2aab173018590a99ba00409969105b89be187a894c819efd7eae,80,0,2,7,7,5,4,2,5,4,7,7,4,6,2,5,4,4,2,3,3,gpt-5-mini-2025-08-07,874,543
238,f7aa25ded24b2aab173018590a99ba00409969105b89be187a894c819efd7eae,80,1,3,6,7,5,4,2,5,5,7,6,4,5,2,5,4,5,2,3,3,gpt-5-mini-2025-08-07,746,543
239,f7aa25ded24b2aab173018590a99ba00409969105b89be187a894c819efd7eae,80,2,3,6,7,4,4,2,4,5,7,6,4,5,2,5,4,4,2,2,2,gpt-5-mini-2025-08-07,1002,543
240,04997942fcf34441e9b3ad2717b48aa8f17186d8d7dc43f3dc9b942332f711f3,81,0,4,7,7,5,6,1,6,3,6,6,5,6,2,4,5,5,3,2,3,gpt-5-mini-2025-08-07,1194,534
241,04997942fcf34441e9b3ad2717b48aa8f17186d8d7dc43f3dc9b942332f711f3,81,1,3,6,7,4,6,2,5,4,7,6,6,5,2,4,6,6,3,3,4,gpt-5-mini-2025-08-07,874,534
242,04997942fcf34441e9b3ad2717b48aa8f17186d8d7dc43f3dc9b942332f711f3,81,2,7,6,6,5,6,2,7,5,5,6,5,5,3,5,6,6,3,4,3,gpt-5-mini-2025-08-07,1002,534
243,7950a1604d37cfe0ef96e3aaf3d9c3bd26a92d4cdde2c501ce328a9c18c3045d,82,0,4,3,5,3,6,2,5,6,5,4,4,4,2,5,4,6,4,3,4,gpt-5-mini-2025-08-07,938,556
244,7950a1604d37cfe0ef96e3aaf3d9c3bd26a92d4cdde2c501ce328a9c18c3045d,82,1,3,4,6,4,5,2,6,7,4,5,5,4,2,4,3,5,3,3,3,gpt-5-mini-2025-08-07,1066,556
245,7950a1604d37cfe0ef96e3aaf3d9c3bd26a92d4cdde2c501ce328a9c18c3045d,82,2,2,5,6,4,5,1,3,6,5,5,5,4,2,4,3,5,4,3,4,gpt-5-mini-2025-08-07,1002,556
246,5a46e91501b0ddbdf1ec89e2c32fb67f287a1e6bb70020e5e4c1e668ba341142,84,0,4,3,4,4,5,3,6,6,4,3,5,4,2,5,4,6,2,2,3,gpt-5-mini-2025-08-07,1002,518
247,5a46e91501b0ddbdf1ec89e2c32fb67f287a1e6bb70020e5e4c1e668ba341142,84,1,5,2,5,3,5,3,5,6,4,3,6,4,2,5,4,5,2,3,3,gpt-5-mini-2025-08-07,1002,518
248,5a46e91501b0ddbdf1ec89e2c32fb67f287a1e6bb70020e5e4c1e668ba341142,84,2,5,3,4,4,5,3,6,6,4,3,5,4,3,5,5,6,2,3,3,gpt-5-mini-2025-08-07,1002,518
249,733125f6bb5bdc1cc30bc29b2bed06ac0f1b5e410e247d1a3fffcc78d59be459,83,0,3,6,7,5,4,2,6,3,6,6,3,6,2,4,3,4,2,2,3,gpt-5-mini-2025-08-07,874,549
250,733125f6bb5bdc1cc30bc29b2bed06ac0f1b5e410e247d1a3fffcc78d59be459,83,1,3,6,6,5,4,2,6,4,6,5,3,6,2,5,4,5,2,2,3,gpt-5-mini-2025-08-07,1067,549
251,733125f6bb5bdc1cc30bc29b2bed06ac0f1b5e410e247d1a3fffcc78d59be459,83,2,4,6,7,5,3,2,6,4,7,6,2,6,3,5,3,6,2,2,2,gpt-5-mini-2025-08-07,1002,549
252,5f7e6d11a20ba70aade966f41160584789fd05a58e7488e9899ef5b044608c39,85,0,4,5,6,4,4,2,7,3,6,5,3,4,2,5,4,6,2,3,2,gpt-5-mini-2025-08-07,874,565
253,5f7e6d11a20ba70aade966f41160584789fd05a58e7488e9899ef5b044608c39,85,1,4,3,4,3,4,2,6,4,4,4,4,4,2,5,4,6,2,3,3,gpt-5-mini-2025-08-07,938,565
254,5f7e6d11a20ba70aade966f41160584789fd05a58e7488e9899ef5b044608c39,85,2,3,5,6,4,5,2,7,4,6,5,3,4,2,5,4,7,2,3,3,gpt-5-mini-2025-08-07,1002,565
255,7bbb731cb01116fb2c230a2478c30e898b802a43ae908d0ca8278f6cb213011c,259,0,7,6,6,5,6,4,8,8,6,5,4,6,4,4,5,6,6,6,6,gpt-5-mini-2025-08-07,938,2231
256,7bbb731cb01116fb2c230a2478c30e898b802a43ae908d0ca8278f6cb213011c,259,1,9,6,6,5,7,7,8,8,5,4,3,6,4,4,5,7,6,6,7,gpt-5-mini-2025-08-07,1003,2231
